advmean,advstd,ev,n_updates,opt_approxkl,opt_aux,opt_clipfrac,opt_dyn_loss,opt_ent,opt_feat_var,opt_pg,opt_tot,opt_vf,rank,recent_best_ext_ret,retmean,retstd,rew_mean,total_secs,tps,ups,vpredmean,vpredstd,tcount,best_ext_ret,epcount,eplen,eprew,eprew_recent
1.1141634,0.56553954,0.018652737140655518,1,4.6629367e-15,1.373863,0.0,0.1697373,1.381531,0.0111447815,0.58876914,0.98217463,0.394787,0,,0.9627938,0.57088894,0.22665437,8.347046613693237,30.669530415708333,0.11980285318636068,-0.15136963,0.08116141,,,,,,
0.4710915,0.31044024,0.36685144901275635,2,5.9952043e-15,1.4549317,0.0,0.07588271,1.3755519,0.023216253,0.3424776,0.43081602,0.08971399,0,,1.0403092,0.39014423,0.09829826,9.026196479797363,376.9418397569861,1.472429061550727,0.56921756,0.30594704,0.0,,,,,
0.20515361,0.258769,0.3234497308731079,3,6.217249e-15,1.5140793,0.0,0.06853987,1.3681986,0.031409793,0.6975639,0.70344853,0.0072528757,0,,1.4779984,0.3146025,0.08794673,9.694434642791748,383.0969468323394,1.4964724485638259,1.2728447,0.28897774,0.0,,,,,
0.31681266,0.3592201,0.3014564514160156,4,7.327472e-15,1.4104209,0.0,0.08072649,1.3559456,0.040158153,0.6431447,0.6599998,0.01821101,0,,1.8782282,0.42979747,0.13739488,10.360628366470337,384.27260855358867,1.5010648771624557,1.5614154,0.20407435,0.0,,,,,
0.110428534,0.3180161,0.6361541152000427,5,4.8849813e-15,1.2707976,0.0,0.039759614,1.3497071,0.02139728,0.88927865,0.9158983,0.027969386,0,0.0,2.1903708,0.5272182,0.09926964,11.130576133728027,332.4900868428916,1.2987894017300454,2.0799422,0.43129998,533.0,0.0,4.0,133.25,0.0,0.0
0.16173756,0.20971069,0.8018954694271088,6,1.398881e-14,1.2185979,0.0,0.10984462,1.3439046,0.072516195,-0.65810776,-0.5873414,0.07211022,0,2.0,2.4563928,0.47116536,0.11642788,11.887562274932861,338.18320582797645,1.321028147765533,2.2946553,0.4728985,899.0,2.0,6.0,149.83333333333334,0.5,1.5
0.09481823,0.20847078,0.43784165382385254,7,1.2378987e-14,1.1859562,0.0,0.14546262,1.2230862,0.066180885,-0.05946415,-0.047276072,0.013411166,0,2.0,2.67802,0.2780455,0.120967865,12.592660665512085,363.0698969397751,1.4182417849209965,2.5832014,0.28112707,1095.0,2.0,7.0,156.42857142857142,0.7142857142857143,2.0
0.15076682,0.17883033,-0.44384264945983887,8,7.382983e-15,0.5919862,0.0,0.14758685,1.3517542,0.12686335,-0.4300967,-0.4018588,0.02958962,0,2.0,2.4130163,0.14882682,0.14321555,13.294838905334473,364.5797968116384,1.4241398312954625,2.2622495,0.19860016,1327.0,2.0,8.0,165.875,0.875,2.0
0.30623955,0.21629664,0.29726260900497437,9,2.120526e-14,0.6907648,0.0,0.19953065,1.3281133,0.15535483,0.20525053,0.24860951,0.0446871,0,0.0,2.8875117,0.25801992,0.16988093,13.992971658706665,366.6924360208607,1.4323923282064872,2.5812726,0.2305185,1458.0,2.0,9.0,162.0,0.7777777777777778,0.0
0.18625368,0.2406737,0.676503449678421,10,1.6764368e-14,0.5067581,0.0,0.2912351,1.2752073,0.21319085,-0.18158562,-0.13916299,0.04369784,0,0.0,3.0714664,0.42314947,0.19937682,14.69693660736084,363.65446957183786,1.4205252717649917,2.8852124,0.31417283,1594.0,2.0,10.0,159.4,0.7,0.0
