advmean,advstd,ev,n_updates,opt_approxkl,opt_aux,opt_clipfrac,opt_dyn_loss,opt_ent,opt_feat_var,opt_pg,opt_tot,opt_vf,rank,recent_best_ext_ret,retmean,retstd,rew_mean,total_secs,tps,ups,vpredmean,vpredstd,tcount,best_ext_ret,epcount,eplen,eprew,eprew_recent
1.1323664,0.5451102,-0.004204154014587402,1,0.0,1.3757167,0.0,0.26552486,1.3812084,0.03475529,-0.24988766,0.69067955,0.9419484,0,,1.1817029,0.54396796,0.24142781,9.280207395553589,27.5855903956044,0.10775621248282968,0.049336337,0.081143856,,,,,,
0.4425459,0.3270031,0.39580273628234863,2,2.220446e-16,1.4254699,0.0,0.07537328,1.3773792,0.022907179,0.39269096,0.45351788,0.062204313,0,,1.3271949,0.4206903,0.1139548,11.601412773132324,110.28752667591839,0.4308106510778062,0.88464904,0.39028728,0.0,,,,,
0.41434234,0.4843331,-0.08416640758514404,3,1.110223e-15,1.4827157,0.0,0.05888366,1.3783952,0.023643985,0.3877786,0.4316803,0.045280065,0,,1.6527785,0.4651534,0.112773776,13.979609727859497,107.64457480745885,0.42048662034163614,1.2384362,0.3076882,0.0,,,,,
0.26254493,0.2705208,0.6954002976417542,4,1.110223e-15,1.7619638,0.0,0.2512294,1.3085918,0.045998204,-1.7351644,-1.4542125,0.28226042,0,,2.020473,0.4901578,0.11038786,16.314493656158447,109.64142452533198,0.42828681455207807,1.7579281,0.3396696,0.0,,,,,
0.13730046,0.21309774,0.5283486545085907,5,8.881784e-16,1.2709882,0.0,0.12530878,1.352679,0.05498285,-0.85717654,-0.79095286,0.06757636,0,0.0,2.196298,0.31029037,0.12307066,18.848891735076904,101.01017757606841,0.39457100615651725,2.0589972,0.29558206,269.0,0.0,2.0,134.5,0.0,0.0
0.103539966,0.18088849,0.4442760944366455,6,4.440892e-15,1.5626755,0.0,0.11170988,1.340991,0.041300982,-0.61082435,-0.5774305,0.034734823,0,1.0,2.2958837,0.2426506,0.11113629,21.200674057006836,108.85361183849702,0.42520942124412897,2.1923437,0.2717727,429.0,1.0,3.0,143.0,0.3333333333333333,1.0
0.13920096,0.19265448,0.030707716941833496,7,0.0,1.096038,0.0,0.09722092,1.3236363,0.06992066,0.052103207,0.0634601,0.012680525,0,2.0,2.4717348,0.19568239,0.12822741,23.671748638153076,103.59865378132417,0.40468224133329755,2.332534,0.22512151,1072.0,2.0,6.0,178.66666666666666,1.1666666666666667,2.0
0.1243333,0.15412132,-0.0702674388885498,8,1.0325074e-14,0.9255531,0.0,0.1344032,1.3525814,0.1161983,0.036712535,0.048977256,0.013617301,0,2.0,2.6442223,0.14897609,0.12940629,26.01356029510498,109.31707476988517,0.42701982331986393,2.5198886,0.15311779,1534.0,2.0,8.0,191.75,1.375,2.0
0.22287054,0.20355628,0.48482757806777954,9,1.110223e-15,0.633103,0.0,0.16749933,1.3558847,0.1833489,-0.27661073,-0.22729191,0.050674714,0,,2.8342683,0.28360128,0.15418552,28.34514808654785,109.79642325266161,0.4288922783307094,2.6113977,0.23404652,1534.0,2.0,8.0,191.75,1.375,2.0
0.29131135,0.17884952,0.325799822807312,10,0.0,1.1175678,0.0,0.14732414,1.3706073,0.14993562,0.4098182,0.44302866,0.034581076,0,1.0,3.0509503,0.21781777,0.17523736,30.757229566574097,106.13240146316058,0.414579693215471,2.7596388,0.22250468,1894.0,2.0,10.0,189.4,1.3,1.0
0.15839493,0.20855024,-0.421822190284729,11,4.440892e-16,0.8013341,0.0,0.17004192,1.3281201,0.15258591,-0.18586265,-0.15556836,0.031622402,0,1.0,3.3977022,0.1748993,0.19311412,33.17237377166748,105.99781141851177,0.4140539508535616,3.2393074,0.17353371,2197.0,2.0,12.0,183.08333333333334,1.1666666666666667,0.5
0.07393967,0.23226742,0.0052724480628967285,12,4.8849813e-15,1.2062919,0.0,0.11360127,1.365756,0.06360621,-0.22955763,-0.2111456,0.019777793,0,1.0,3.3755207,0.23288216,0.16150582,35.592365741729736,105.78547497966046,0.4132245116392987,3.3015811,0.2154261,2513.0,2.0,14.0,179.5,1.0714285714285714,0.5
0.11542516,0.23296577,0.09154599905014038,13,1.05609965e-14,0.63139474,0.0,0.21260041,1.3131123,0.27165994,-0.3116489,-0.28592676,0.027035266,0,,3.5156274,0.24442218,0.18328345,37.91715431213379,110.11754069124089,0.4301466433251597,3.4002023,0.31781107,2513.0,2.0,14.0,179.5,1.0714285714285714,0.5
0.11256172,0.36759493,-1.0188686847686768,14,9.103829e-15,0.5741831,0.0,0.2929958,1.3169415,0.30953184,-0.51431036,-0.4552896,0.060337715,0,2.0,3.7997906,0.25871134,0.18982296,40.34044885635376,105.64130580436861,0.4126613507983149,3.687229,0.46975908,2718.0,2.0,15.0,181.2,1.1333333333333333,2.0
0.08132864,0.3118504,-1.4789059162139893,15,2.220446e-16,0.43515927,0.0,0.24944177,1.3086917,0.3288235,-0.8699751,-0.77692974,0.09435406,0,2.0,4.2141957,0.19806889,0.18373033,42.77459144592285,105.17050278690486,0.4108222765113471,4.1328673,0.28912148,3076.0,2.0,17.0,180.94117647058823,1.1176470588235294,1.0
0.028016493,0.19243549,0.6910669803619385,16,7.71605e-15,0.5520363,0.0,0.15950507,1.2731991,0.32997996,0.7587813,0.77147,0.013961922,0,1.0,4.069523,0.34622067,0.18398245,45.26302671432495,102.87589283541438,0.4018589563883374,4.041507,0.29266125,3538.0,2.0,20.0,176.9,1.05,0.6666666666666666
0.0024643503,0.17932041,0.5834761261940002,17,4.9960036e-15,0.210341,0.0,0.17254505,1.2524776,0.42243183,-0.06518143,-0.061503854,0.004930052,0,0.0,4.022754,0.2778496,0.18871725,47.613948822021484,108.89344192302161,0.4253650075118032,4.0202894,0.29744634,3684.0,2.0,21.0,175.42857142857142,1.0,0.0
0.07087808,0.17689092,0.6339089572429657,18,0.0,1.055027,0.0,0.28212494,1.2832879,0.288604,-0.6068671,-0.5645073,0.043643057,0,,4.3422594,0.29235536,0.20289017,49.971922874450684,108.5677765352283,0.42409287709073556,4.2713814,0.26048705,3684.0,2.0,21.0,175.42857142857142,1.0,0.0
-0.0983449,0.22332804,-1.0980286598205566,19,2.220446e-16,0.21686056,0.0,0.15518059,1.2328297,0.42756122,0.3747549,0.4312484,0.05772633,0,4.0,4.945545,0.15418339,0.18022451,52.43422198295593,103.96787259343407,0.4061245023181018,5.04389,0.20815046,3951.0,4.0,22.0,179.5909090909091,1.1363636363636365,4.0
0.009876754,0.30298385,-0.03234720230102539,20,1.110223e-15,0.3962845,0.0,0.16943717,1.1885371,0.49104315,0.006660633,0.029190214,0.023718119,0,1.0,4.8992624,0.2981993,0.17755198,54.88192796707153,104.58772485801529,0.40854580022662224,4.889386,0.35001725,4319.0,4.0,24.0,179.95833333333334,1.125,1.0
-0.09006899,0.19381684,0.47621726989746094,21,5.551115e-17,0.28430897,0.0,0.151892,1.2210045,0.4630478,-0.042262252,-0.028908394,0.014574863,0,,4.7627983,0.26780328,0.17057636,57.20778155326843,110.06711751731386,0.42994967780200727,4.852868,0.26936248,4319.0,4.0,24.0,179.95833333333334,1.125,1.0
-0.140748,0.2177652,0.710552990436554,22,8.881784e-16,0.25894296,0.0,0.13593131,1.1995004,0.4707795,0.6608234,0.72792655,0.06830262,0,2.0,4.7311335,0.4047659,0.1689313,59.65133833885193,104.765316488796,0.4092395175343594,4.8718815,0.40035817,4736.0,4.0,26.0,182.15384615384616,1.1538461538461537,1.5
-0.15494403,0.18464626,0.6619283258914948,23,2.220446e-16,0.1418364,0.0,0.14751428,1.1795781,0.46685165,0.14138564,0.16713403,0.026927967,0,1.0,4.585596,0.3175676,0.14989083,62.089271068573,105.00699911817898,0.41018359030538665,4.7405396,0.38479114,5067.0,4.0,28.0,180.96428571428572,1.1071428571428572,0.5
-0.03920675,0.12730199,0.9288037121295929,24,6.0507155e-15,0.34020525,0.0,0.120829485,1.2717547,0.50713277,0.25457767,0.26139686,0.008090929,0,2.0,4.047908,0.4770968,0.14833707,64.53222823143005,104.79103108816128,0.40933996518813,4.0871143,0.48925844,5450.0,4.0,30.0,181.66666666666666,1.1,1.0
-0.2377528,0.3536306,-0.8272033929824829,25,1.7763568e-15,0.36138505,0.0,0.17081703,1.1213119,0.43254495,-0.21280171,-0.19303413,0.020888893,0,4.0,4.06726,0.26161122,0.14122634,66.957937002182,105.53616455805688,0.4122506428049097,4.305012,0.4861843,5747.0,4.0,31.0,185.38709677419354,1.1935483870967742,4.0
