advmean,advstd,ev,n_updates,opt_approxkl,opt_aux,opt_clipfrac,opt_dyn_loss,opt_ent,opt_feat_var,opt_pg,opt_tot,opt_vf,rank,recent_best_ext_ret,retmean,retstd,rew_mean,total_secs,tps,ups,vpredmean,vpredstd,tcount,best_ext_ret,epcount,eplen,eprew,eprew_recent
-0.06029243,0.08445909,0.6910607218742371,51,0.0,0.6853974,0.0,0.062268093,1.2106042,0.24966036,-0.24078819,-0.2397883,0.0022104986,0,4.0,2.295337,0.15195319,0.059610613,120.26576781272888,112.73094260373871,0.44035524454585434,2.3556294,0.13703659,12321.0,8.0,63.0,195.57142857142858,1.6349206349206349,2.5
-0.018582702,0.117718145,0.8164322525262833,52,2.220446e-16,0.44980907,0.0,0.0420086,1.2338817,0.13812286,0.6383014,0.6427804,0.005712947,0,,2.247282,0.27475476,0.06561099,122.45530295372009,116.91979507764731,0.4567179495220598,2.2658648,0.2169424,12321.0,8.0,63.0,195.57142857142858,1.6349206349206349,2.5
0.004216777,0.08597575,0.8859020546078682,53,2.8865799e-15,0.33666968,0.0,0.07082889,1.2721794,0.25424027,-0.2628925,-0.25414604,0.010018634,0,2.0,2.1348267,0.2545289,0.06742113,124.70069289207458,114.01137754612306,0.4453569435395432,2.1306098,0.24919489,12654.0,8.0,65.0,194.6769230769231,1.6153846153846154,1.0
0.008021454,0.086913146,0.8869873434305191,54,3.8302694e-15,0.2864319,0.0,0.067606494,1.2939047,0.21104616,0.14603129,0.14876097,0.0040235827,0,,2.1713896,0.25853652,0.070526704,126.84038639068604,119.64330413030216,0.4673566567589928,2.1633682,0.25760496,12654.0,8.0,65.0,194.6769230769231,1.6153846153846154,1.0
0.05079334,0.14886555,0.8535444885492325,55,3.2196468e-15,0.5452492,0.0,0.06523093,1.2554379,0.19786541,0.34670073,0.34662578,0.001180505,0,3.0,2.2688198,0.3889926,0.09161485,129.15475583076477,110.61328220411121,0.43208313360980943,2.2180264,0.33283818,13278.0,8.0,68.0,195.26470588235293,1.6323529411764706,2.0
0.09274816,0.1843596,-1.5971159934997559,56,0.0,0.33288008,0.0,0.120943606,1.2987037,0.22539185,-2.1334012,-1.9977463,0.13695346,0,4.0,1.9758687,0.114398435,0.07591608,131.34894180297852,116.67197003438956,0.4557498829468342,1.8831205,0.2040906,13601.0,8.0,69.0,197.1159420289855,1.6666666666666667,4.0
-0.003637636,0.13850424,0.23268449306488037,57,0.0,0.48734286,0.0,0.046307698,1.2694571,0.20902908,0.7297753,0.73589164,0.0073858052,0,0.0,2.0597339,0.15811609,0.074925594,133.8549463748932,102.15464204217604,0.39904157047725014,2.0633714,0.12149843,13730.0,8.0,70.0,196.14285714285714,1.6428571428571428,0.0
0.052226037,0.1660766,0.3222188353538513,58,5.0515148e-15,0.6584562,0.0,0.073073916,1.2845932,0.140441,-0.2646703,-0.25842604,0.0075288685,0,2.0,2.1243918,0.20172684,0.079751395,136.06584286689758,115.79013351634156,0.4523052090482092,2.072166,0.21203317,13938.0,8.0,71.0,196.30985915492957,1.647887323943662,2.0
0.05192234,0.18094946,0.35054081678390503,59,2.220446e-16,0.850325,0.0,0.08786045,1.2328937,0.19261344,0.36554995,0.36829534,0.003978284,0,3.0,2.1794841,0.22453362,0.088752195,138.27293920516968,115.98949967014981,0.4530839830865227,2.1275616,0.18866578,14186.0,8.0,72.0,197.02777777777777,1.6666666666666667,3.0
0.026278244,0.12587003,0.6571540832519531,60,3.1086245e-15,0.9125972,0.0,0.106657624,1.2029105,0.1939016,1.1400281,1.160848,0.022022806,0,2.0,2.22781,0.21496752,0.089320734,140.51208543777466,114.32929045557441,0.44659879084208753,2.201532,0.22688095,14569.0,8.0,74.0,196.8783783783784,1.662162162162162,1.5
0.08378666,0.12981293,0.7654135376214981,61,0.0,0.13200781,0.0,0.05718286,1.2268999,0.25337413,1.3406221,1.3451614,0.005766265,0,,2.29357,0.26801956,0.09717934,142.7043914794922,116.77201774230419,0.4561406943058757,2.209783,0.234706,14569.0,8.0,74.0,196.8783783783784,1.662162162162162,1.5
0.066933684,0.15333599,0.7657430768013,62,2.220446e-16,0.18655545,0.0,0.14919513,1.1645684,0.29289064,-1.1313837,-1.0951601,0.03738814,0,1.0,2.4915147,0.31680927,0.098611146,144.87978720664978,117.6797383593714,0.4596864779662945,2.424581,0.28317836,14744.0,8.0,75.0,196.58666666666667,1.6533333333333333,1.0
0.0012430139,0.16373165,0.2585234045982361,63,3.3861802e-15,0.38825333,0.0,0.08874531,1.2148604,0.3035884,0.99543065,1.0289142,0.03469844,0,3.0,2.7305155,0.19014457,0.09834135,147.1198127269745,114.28441224316545,0.44642348532486503,2.7292724,0.21426892,14997.0,8.0,76.0,197.32894736842104,1.6710526315789473,3.0
0.012705077,0.13118427,0.4620218276977539,64,2.220446e-16,0.2640138,0.0,0.12676522,1.2038122,0.24054721,-1.6933606,-1.655736,0.038828343,0,3.0,2.5593753,0.1788543,0.09331679,149.37269592285156,113.63216720178697,0.44387565313198035,2.5466702,0.1579964,15377.0,8.0,78.0,197.14102564102564,1.6666666666666667,1.5
0.023565913,0.12656517,0.8299121558666229,65,3.3861802e-15,0.5182811,0.0,0.08194162,1.2372535,0.29167065,-0.58544624,-0.5778128,0.008870693,0,,2.5550113,0.3068863,0.093368836,151.5748016834259,116.25236379801828,0.4541107960860089,2.5314453,0.25056353,15377.0,8.0,78.0,197.14102564102564,1.6666666666666667,1.5
-0.014755565,0.10586513,0.8647648245096207,66,4.82947e-15,0.23857981,0.0,0.06416066,1.186841,0.2941203,0.5885986,0.5918237,0.0044119162,0,4.0,2.5319285,0.28787777,0.08349918,154.30452227592468,93.78249213618535,0.36633785990697404,2.5466843,0.28836876,16060.0,8.0,81.0,198.2716049382716,1.7037037037037037,2.6666666666666665
0.0051900446,0.18822059,0.18948733806610107,67,0.0,0.9746649,0.0,0.048587084,1.2451357,0.13192755,0.5464422,0.55190253,0.006705491,0,6.0,2.3645716,0.20906784,0.079806864,156.50037670135498,116.58332038556448,0.45540359525611124,2.3593814,0.26255825,16434.0,8.0,82.0,200.41463414634146,1.7560975609756098,6.0
0.031231016,0.11224426,0.6249614357948303,68,8.881784e-16,0.25419778,0.0,0.06790149,1.2090564,0.28773832,0.7771952,0.7801965,0.004210361,0,1.0,2.3092175,0.18328469,0.075583786,158.74393558502197,114.1044266159754,0.4457204164686539,2.2779865,0.17023197,16613.0,8.0,83.0,200.15662650602408,1.7469879518072289,1.0
-0.0008410923,0.14064041,0.6689147651195526,69,2.220446e-16,0.6981292,0.0,0.08559003,1.276468,0.1867972,0.6642806,0.6717592,0.008755117,0,,2.4757118,0.24442196,0.080339916,160.88971185684204,119.30414338250571,0.46603181008791295,2.4765532,0.23003589,16613.0,8.0,83.0,200.15662650602408,1.7469879518072289,1.0
-0.018031308,0.17563435,0.19015496969223022,70,2.220446e-16,0.48786518,0.0,0.07273073,1.2283726,0.34456518,-0.022439148,-0.021589907,0.002077615,0,2.0,2.3679242,0.19516794,0.085444815,163.2533073425293,108.30956546930602,0.42308424011447665,2.3859556,0.2401368,17281.0,8.0,87.0,198.632183908046,1.7126436781609196,1.0
-0.016477339,0.09626648,0.7165486216545105,71,2.7755576e-16,0.1958158,0.0,0.11608141,1.2045422,0.29533833,-0.21890223,-0.21334212,0.0067646494,0,2.0,2.3147469,0.18081558,0.07634231,165.46811842918396,115.58547884400939,0.45150577673441167,2.331224,0.18811497,17630.0,8.0,89.0,198.08988764044943,1.696629213483146,1.0
0.010490406,0.09483905,0.5191043019294739,72,0.0,0.19359586,0.0,0.05335773,1.2206777,0.33510205,0.41415405,0.41656622,0.0036328542,0,0.0,2.3207917,0.13676085,0.06999512,167.66043734550476,116.77133198742133,0.4561380155758646,2.3103013,0.10905299,17760.0,8.0,90.0,197.33333333333334,1.6777777777777778,0.0
-0.016601441,0.10322606,0.14938712120056152,73,0.0,0.8218093,0.0,0.07310103,1.2166575,0.17502794,0.6614476,0.66643935,0.0062084286,0,2.0,2.3445005,0.11192405,0.07220198,169.8256847858429,118.2312909050348,0.4618409800977922,2.361102,0.12139558,17986.0,8.0,91.0,197.64835164835165,1.6813186813186813,2.0
-0.021007791,0.10113862,0.55615234375,74,0.0,0.20696114,0.0,0.060052045,1.2165704,0.3060878,-0.4109094,-0.40923584,0.0028901352,0,0.0,2.3266244,0.1518099,0.06914362,171.98190093040466,118.72650181460811,0.46377539771331294,2.3476324,0.1332172,18111.0,8.0,92.0,196.8586956521739,1.6630434782608696,0.0
-0.043548383,0.109668195,0.609924852848053,75,5.551115e-17,0.157704,0.0,0.07850674,1.1961951,0.326967,0.25968775,0.26427573,0.005784174,0,1.0,2.249567,0.17559274,0.07260334,174.23335647583008,113.7042214846967,0.4441571151745965,2.2931154,0.14888877,18569.0,8.0,95.0,195.46315789473684,1.631578947368421,0.6666666666666666
0.009980236,0.12162691,0.27926069498062134,76,1.3877788e-15,0.33217794,0.0,0.054383725,1.2296066,0.25596526,0.83991224,0.84891695,0.010234276,0,2.0,2.17142,0.14326517,0.062136233,176.43996214866638,116.01529133700875,0.4531847317851904,2.16144,0.16924423,18881.0,8.0,97.0,194.64948453608247,1.6185567010309279,1.0
-0.05832785,0.07467083,-0.43600666522979736,77,0.0,0.15666178,0.0,0.044621367,1.2362628,0.32610852,-0.02693488,-0.024782917,0.0033882284,0,2.0,2.1901164,0.06231216,0.060230576,178.60359692573547,118.31941449322761,0.46218521286417036,2.2484443,0.08515003,19104.0,8.0,98.0,194.9387755102041,1.6224489795918366,2.0
0.039294787,0.12915048,0.11388814449310303,78,6.217249e-15,0.24873807,0.0,0.0516585,1.1835935,0.3216045,0.8239549,0.8277689,0.004997634,0,,2.2631357,0.13719925,0.07048383,180.80127620697021,116.48651474575912,0.4550254482256216,2.2238407,0.107200205,19104.0,8.0,98.0,194.9387755102041,1.6224489795918366,2.0
-0.026413519,0.115578234,0.2526562213897705,79,2.220446e-16,0.26251286,0.0,0.06221515,1.175523,0.29184404,1.1413975,1.1579202,0.017698346,0,2.0,2.2605004,0.13369521,0.06612016,182.95172905921936,119.04469318276435,0.46501833274517324,2.2869139,0.1384512,19304.0,8.0,99.0,194.989898989899,1.6262626262626263,2.0
-0.020655353,0.068751544,0.3552064895629883,80,4.9960036e-16,0.19675052,0.0,0.06512058,1.1918266,0.24389946,0.39046103,0.39188805,0.0026188367,0,2.0,2.2424612,0.08561938,0.0626082,185.21512484550476,113.10439011647075,0.4418140238924639,2.2631166,0.09709492,19802.0,8.0,102.0,195.49,1.65,1.3333333333333333
